==11544== NVPROF is profiling process 11544, command: ./inverse_bench tests/simpleMean/large_5_64_64.mats
==11544== Profiling application: ./inverse_bench tests/simpleMean/large_5_64_64.mats
==11544== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput           Device   Context    Stream          ID   Parent ID         Parent Block  Name
952.70ms  8.4480us             (59 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0        -995         612              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
952.71ms  11.200us              (1 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0        -996         612              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
952.76ms  6.2080us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0        -997         612              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
952.78ms  7.5520us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0        -998         612              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
952.81ms  39.808us              (1 1 1)        (64 1 1)        18      768B        0B         -           -  GeForce GTX TIT         1         0        -999         612              (0 0 0)  transform_matrix(float*, float*, int, int)
952.85ms  8.7370us             (58 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1000         612              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
952.87ms  11.232us              (1 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1001         612              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
952.93ms  6.1760us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0       -1002         612              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
952.95ms  7.4560us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0       -1003         612              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
952.97ms  39.489us              (1 1 1)        (64 1 1)        18      768B        0B         -           -  GeForce GTX TIT         1         0       -1004         612              (0 0 0)  transform_matrix(float*, float*, int, int)
953.02ms  10.208us             (57 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1005         612              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
953.04ms  12.512us              (1 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1006         612              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
953.09ms  6.2720us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0       -1007         612              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
953.11ms  7.5520us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0       -1008         612              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
953.14ms  38.369us              (1 1 1)        (64 1 1)        18      768B        0B         -           -  GeForce GTX TIT         1         0       -1009         612              (0 0 0)  transform_matrix(float*, float*, int, int)
953.18ms  10.048us             (56 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1010         612              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
953.20ms  12.513us              (1 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1011         612              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
953.26ms  6.1130us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0       -1012         612              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
953.28ms  7.5200us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0       -1013         612              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
953.30ms  38.529us              (1 1 1)        (64 1 1)        18      768B        0B         -           -  GeForce GTX TIT         1         0       -1014         612              (0 0 0)  transform_matrix(float*, float*, int, int)
953.35ms  8.5440us             (55 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1015         612              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
953.37ms  11.169us              (1 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1016         612              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
953.42ms  7.5520us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0       -1017         612              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
953.44ms  6.1120us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0       -1018         612              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
953.47ms  39.521us              (1 1 1)        (64 1 1)        18      768B        0B         -           -  GeForce GTX TIT         1         0       -1019         612              (0 0 0)  transform_matrix(float*, float*, int, int)
953.51ms  8.2240us             (54 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1020         612              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
953.53ms  11.136us              (1 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1021         612              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
953.58ms  6.2400us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0       -1022         612              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
